author,title,token_count,type_count,avg_sentence_length,avg_commas_per_sentence,lexical_richness,type_token_ratio,ratio_名詞,ratio_動詞,ratio_形容詞,ratio_副詞,keywords,topics,cluster,pc1,pc2,tsne_x,tsne_y
和辻 哲郎,2_孔子_cleaned,11643,3114,27.92,1.237,0.0828,0.0828,0.269,0.1486,0.0135,0.0193,"孔子, 論語, 弟子, 文化, 教師, 子路, 問題, 人類, ソクラテス, イエス","T0: 信者, 宣教師, 京都, 会堂, キリシタン | T1: 孔子, 時代, 文化, 美しい, 観音 | T2: 漱石, 連中, 父親, 態度, 夫人",0,1.585453500964014,-0.7067198037111614,6.8717847,4.9497857
和辻 哲郎,1_埋もれた日本_cleaned,3416,1707,30.36,1.802,0.1547,0.1547,0.2638,0.1502,0.014,0.0174,"時代, 物語, 民衆, 大将, 武士, 説く, 非常, 思想, したがう, 応永","T0: 信者, 宣教師, 京都, 会堂, キリシタン | T1: 孔子, 時代, 文化, 美しい, 観音 | T2: 漱石, 連中, 父親, 態度, 夫人",1,0.3750814312043623,0.37907106265802193,4.1954465,7.223995
和辻 哲郎,5_漱石の人物_cleaned,1706,895,29.84,1.661,0.164,0.164,0.2335,0.1492,0.0181,0.0271,"漱石, 連中, 父親, 態度, 夫人, 書斎, 若い, 廊下, すわる, 木曜","T0: 信者, 宣教師, 京都, 会堂, キリシタン | T1: 孔子, 時代, 文化, 美しい, 観音 | T2: 漱石, 連中, 父親, 態度, 夫人",2,-1.041932651785445,-0.3030808883727928,-1.3943833,-2.095757
和辻 哲郎,4_鎖国_cleaned,74630,11515,28.42,1.25,0.0482,0.0482,0.2862,0.1339,0.0096,0.0164,"信者, 宣教師, 京都, 会堂, フロイス, キリシタン, 領主, トルレス, 非常, キリスト教","T0: 信者, 宣教師, 京都, 会堂, キリシタン | T1: 孔子, 時代, 文化, 美しい, 観音 | T2: 漱石, 連中, 父親, 態度, 夫人",0,7.796742226142272,-2.580261488797909,4.6272306,2.3773494
和辻 哲郎,3_古寺巡礼_cleaned,23111,6131,26.92,1.079,0.0803,0.0803,0.257,0.1347,0.023,0.0212,"時代, 美しい, 観音, インド, われわれ, 感じ, 芸術, 印象, 文化, シナ","T0: 信者, 宣教師, 京都, 会堂, キリシタン | T1: 孔子, 時代, 文化, 美しい, 観音 | T2: 漱石, 連中, 父親, 態度, 夫人",0,2.224959881450029,-1.2923606200298892,6.1879435,1.2385147
夏目 漱石,4_硝子戸の中_cleaned,6769,2911,28.46,1.21,0.1061,0.1061,0.1997,0.1489,0.0156,0.0303,"自分, 死ぬ, 言葉, 解る, 帰る, 病気, 記憶, 相手, 答える, 通り","T0: 自分, ランスロット, 帰る, 死ぬ, 言葉 | T1: 自分, 大きな, 先生, 知れる, 読む | T2: 自分, 死ぬ, 病気, 寝る, 読む",2,-0.2799496062461619,-1.807392928849236,2.3999376,-4.807599
夏目 漱石,3_薤露行_cleaned,3135,1664,22.92,1.082,0.1832,0.1832,0.2608,0.1556,0.0269,0.0161,"ランスロット, シャロット, エレン, ギニヴィア, 白し, 騎士, 長し, 高し, 去る, 帰る","T0: 自分, ランスロット, 帰る, 死ぬ, 言葉 | T1: 自分, 大きな, 先生, 知れる, 読む | T2: 自分, 死ぬ, 病気, 寝る, 読む",2,-0.7361018809084161,0.2795944264501458,-7.9573245,2.082251
夏目 漱石,1_永日小品_cleaned,7136,2977,21.2,1.153,0.1172,0.1172,0.2269,0.1565,0.0203,0.0287,"自分, 先生, 大きな, 帰る, 部屋, 黒い, 寝る, 眺める, 這入る, 高い","T0: 自分, ランスロット, 帰る, 死ぬ, 言葉 | T1: 自分, 大きな, 先生, 知れる, 読む | T2: 自分, 死ぬ, 病気, 寝る, 読む",2,-0.37822804112276387,-1.62200462034359,3.1380525,-3.8870354
夏目 漱石,2_思い出す事など_cleaned,8821,3680,28.42,1.19,0.1252,0.1252,0.2389,0.1492,0.0207,0.0278,"自分, 死ぬ, 寝る, 病気, 読む, 心持, 生活, 想像, 過ぎる, 帰る","T0: 自分, ランスロット, 帰る, 死ぬ, 言葉 | T1: 自分, 大きな, 先生, 知れる, 読む | T2: 自分, 死ぬ, 病気, 寝る, 読む",2,0.06417438478099934,-1.2047082227400576,3.6409388,-3.396598
夏目 漱石,5_草枕_cleaned,12035,4742,21.97,1.302,0.1097,0.1097,0.2247,0.1414,0.0202,0.0274,"知れる, 和尚, 面白い, 読む, 落ちる, 老人, 景色, 人間, ちょっと, ええ","T0: 自分, ランスロット, 帰る, 死ぬ, 言葉 | T1: 自分, 大きな, 先生, 知れる, 読む | T2: 自分, 死ぬ, 病気, 寝る, 読む",2,0.5941038128342839,-1.4533495659507754,4.4056697,-2.6897593
太宰 治,4_ヴィヨンの妻_cleaned,2506,1317,45.31,4.474,0.134,0.134,0.1817,0.1274,0.018,0.0287,"坊や, 奥さん, 帰る, お金, 飲む, ひとり, 亭主, 笑う, 先生, お客","T0: 博士, 奥さん, ひとり, 坊や, 飲む | T1: さま, 将軍家, 相州, 様子, 和田 | T2: おれ, 作品, 歩く, 旅行, 小説",2,-1.0172025326328828,-0.6988256316309751,-4.26548,-3.6507597
太宰 治,2_『井伏鱒二選集』後記_cleaned,1385,886,30.91,2.656,0.1937,0.1937,0.2217,0.1255,0.0149,0.0228,"作品, 旅行, 小説, 生活, 作家, 早稲田, 選集, 界隈, 文学, 所謂","T0: 博士, 奥さん, ひとり, 坊や, 飲む | T1: さま, 将軍家, 相州, 様子, 和田 | T2: おれ, 作品, 歩く, 旅行, 小説",1,-0.6006185709109383,0.9578022820977099,-2.189037,3.3312302
太宰 治,3_陰火_cleaned,1909,1219,15.98,0.784,0.1932,0.1932,0.2178,0.1283,0.021,0.0258,"おれ, 歩く, 友人, 部屋, 黒い, 如來, 住職, 笑ひ, 死ぬ, 煙草","T0: 博士, 奥さん, ひとり, 坊や, 飲む | T1: さま, 将軍家, 相州, 様子, 和田 | T2: おれ, 作品, 歩く, 旅行, 小説",2,-1.1401199480774231,0.4926268508269157,-3.7788265,0.88916814
太宰 治,1_愛と美について_cleaned,1838,1176,17.83,2.099,0.1995,0.1995,0.1922,0.1309,0.0211,0.0346,"博士, 末弟, ひとり, 長兄, 物語, 数学, ハンケチ, あたし, 弟妹, すぎる","T0: 博士, 奥さん, ひとり, 坊や, 飲む | T1: さま, 将軍家, 相州, 様子, 和田 | T2: おれ, 作品, 歩く, 旅行, 小説",2,-1.9560253082159322,-0.2838597146316501,-4.314083,-6.514531
太宰 治,5_右大臣実朝_cleaned,18601,5829,66.04,5.752,0.0949,0.0949,0.2621,0.1104,0.0145,0.0231,"さま, 将軍家, 相州, 様子, 和田, 左衛門尉, 於く, 入道, 給ふ, 申し上げる","T0: 博士, 奥さん, ひとり, 坊や, 飲む | T1: さま, 将軍家, 相州, 様子, 和田 | T2: おれ, 作品, 歩く, 旅行, 小説",0,2.688193749376142,-0.005548906919702995,6.3691587,2.776466
西田 幾多郎,3_デカルト哲学について_cleaned,3000,570,23.43,1.168,0.0672,0.0672,0.2728,0.1475,0.0158,0.01,"自己, 哲学, 自身, 実在, 世界, 立場, 自覚, デカルト, 論理, 存在","T0: 自己, 世界, 矛盾, 同一, 作る | T1: 一旦, 欠ける, 仕事, できるだけ, 根源 | T2: 意識, 統一, 自己, 経験, 実在",1,1.0263125407367224,0.09337430636288509,6.2046165,7.2148986
